"",".id","fluorimeter","substrate","when","treatment","site","volume","rep","slope","int","slope.se","int.se","pval","rsq","n"
"309","thirteen","MXS","Arg-AP","PEEC2013","killed","BW",40,"3",38.350515463918,3866.24742268041,NA,NA,NA,1,2
"310","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",0,NA,4.54999772012216,319.799448269573,6.34740428636681,12.9597515221175,0.604066472577636,0.339429307439588,3
"311","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",5,NA,20.9943915006155,845.442743148967,5.01963819376511,10.2487979002457,0.149407263263089,0.945925185785905,3
"312","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",10,NA,26.6581551228852,1338.27353973827,2.52095489387615,5.14713535630193,0.0600240789224629,0.991136536620099,3
"313","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",15,NA,49.3915884034298,1821.85749285423,31.7271536249652,64.9761468467237,0.363500495356124,0.707901622503305,3
"314","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",20,NA,34.7275546030729,2412.48942136702,32.4430783476001,66.6853834950552,0.478356875009429,0.533970751694785,3
"315","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",25,NA,52.5612147188908,2556.93794172632,5.99437582848373,12.3211874857583,0.0722913536010071,0.98716059317197,3
"316","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",30,NA,137.289225297524,3334.70436824586,87.8898701018205,180.653932721031,0.362517498272673,0.709304907027148,3
"317","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",40,"1",64.5292052345987,4531.99218001915,9.53650699986045,19.6018891818882,0.0934073189100528,0.978626145638594,3
"318","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",40,"2",80.9881584320126,4287.65346399891,30.5389766724475,62.9618280081425,0.229560360951076,0.875511867936551,3
"319","thirteen","MXS","Arg-AP","PEEC2013","killed","DR",40,"3",62.5795475446012,4170.26710502115,45.5439844958774,93.906669811275,0.400514263006351,0.653740030098558,3
"320","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",0,NA,0.328124999999988,265.7671875,NA,NA,NA,1,2
"321","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",5,NA,-2.53124999999992,790.3953125,NA,NA,NA,1,2
"322","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",10,NA,7.96874999999999,1267.0703125,NA,NA,NA,1,2
"323","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",15,NA,11.71875,1747.6328125,NA,NA,NA,1,2
"324","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",20,NA,20.4545454545454,2331.27272727273,NA,NA,NA,1,2
"325","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",25,NA,21.9847328244277,2698.70229007633,NA,NA,NA,1,2
"326","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",30,NA,16.0305343511451,3133.59541984733,NA,NA,NA,1,2
"327","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",40,"1",1.37404580152695,4399.79389312977,NA,NA,NA,1,2
"328","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",40,"2",-38.1818181818176,4185.72727272727,NA,NA,NA,1,2
"329","thirteen","MXS","Arg-AP","PEEC2013","killed","GW",40,"3",-47.1755725190837,4291.86259541985,NA,NA,NA,1,2
"330","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",0,NA,-307.867756664731,3026.07030330608,692.171995105965,4834.01535362172,0.699978232795914,0.0900130607962625,4
"331","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",5,NA,34.0580072509064,1713.68211651456,21.0122138750588,147.012311387339,0.246492115756076,0.567774131617754,4
"332","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",10,NA,-41.8889861232651,4853.23215401925,116.393822984656,814.351360115078,0.753379619651966,0.0608216120030095,4
"333","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",15,NA,46.6562402252113,2338.90553644041,22.305480039409,156.242992797274,0.171577663482551,0.686283567641029,4
"334","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",20,NA,52.2264623084142,2573.33174851423,22.1745994836373,155.326214960769,0.142679063967179,0.734999187360192,4
"335","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",25,NA,56.6218329684078,2854.89380669378,20.9301824200559,146.609458093917,0.113787224665327,0.785373083166384,4
"336","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",30,NA,66.6737566468565,3355.67300594307,30.1380639349175,211.604421824525,0.157444445910909,0.709899861726376,4
"337","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",40,"1",152.764466687519,3486.05999374414,11.6356132223585,81.6955997507973,0.00575141259742866,0.988530253552009,4
"338","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",40,"2",-71.5702220832031,5139.0666249609,240.927281954627,1691.59101625957,0.794431956540959,0.0422582204915779,4
"339","thirteen","MXS","Arg-AP","PEEC2013","killed","LL",40,"3",71.3809941154378,3925.15209089771,43.4732357410693,305.588726127589,0.242301913942651,0.574106389614968,4
"340","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",0,NA,-5.41192089360932,375.095673869255,3.09095424742031,6.09682255336632,0.330359265253467,0.754034801128484,3
"341","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",5,NA,7.91858094331922,823.996937157356,2.45340511970572,4.85898566058375,0.191272125188921,0.912413804727397,3
"342","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",10,NA,19.785238548321,1259.01028498935,3.52201713758728,6.975379088603,0.112151406930309,0.969284909495711,3
"343","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",15,NA,16.0489083758983,1768.23258599647,3.52078492141088,6.99159622614262,0.137482743469633,0.954082934643145,3
"344","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",20,NA,26.8247573704448,2340.44900201428,2.21699966030145,4.40289327102198,0.0524957360393771,0.993215728236904,3
"345","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",25,NA,41.1159439989123,3131.19589053509,1.65035696086137,3.29080454557533,0.025539634138933,0.998391444323851,3
"346","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",30,NA,42.669566399347,2898.68420098772,4.45431579165441,8.88188616295093,0.066217491901932,0.989220007982039,3
"347","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",40,"1",54.3655923699309,4405.14026126656,7.58882994067976,15.1723889453154,0.0882944908741865,0.980887366430366,3
"348","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",40,"2",-23.8633618182633,3790.51091673751,22.7574319117154,45.6815517873204,0.484901054438341,0.523708474999878,3
"349","thirteen","MXS","Arg-AP","PEEC2013","killed","PP",40,"3",38.2085089030849,3584.59276879163,10.9615720538818,22.0057079083841,0.177861811683237,0.923954083880226,3
"350","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",0,NA,-783.617486112262,3152.94037600531,644.220580027562,1666.82061064591,0.438044454903352,0.596706223924561,3
"351","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",5,NA,8.58125117414984,1010.10958106331,8.71264182293142,22.5436976524432,0.504836636584856,0.492402921362163,3
"352","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",10,NA,16.0282650053309,1463.25630840633,16.3468111255596,42.3503712023975,0.506263652136104,0.490161713187155,3
"353","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",15,NA,-6.23953237708331,1855.46575739988,7.02456390450486,18.2623651148371,0.537634247583064,0.441021892587006,3
"354","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",20,NA,-1.9331204208153,2333.76958482059,12.4396585334131,32.3424476683738,0.901854434050852,0.023579669428862,3
"355","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",25,NA,3.17865865113633,2758.80161563028,3.89166403504089,10.1181186009346,0.563983491179227,0.400170419473462,3
"356","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",30,NA,21.3752447522996,3143.74743668021,3.30167968750251,8.59570628299384,0.0975630239001819,0.976697225247539,3
"357","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",40,"1",18.6005431922011,3862.85560140641,19.8264880638167,51.6169598961809,0.520303314967474,0.468129248681467,3
"358","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",40,"2",24.9389442043959,3811.95340973135,4.84505664563239,12.6575655978278,0.122158684082337,0.963629305836991,3
"359","thirteen","MXS","Arg-AP","PEEC2013","killed","RR",40,"3",96.405410490665,3860.53377375452,11.5062083627015,30.0977312790496,0.0756243051473676,0.98595509557978,3
"360","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",0,NA,64.2000000000001,343.19,NA,NA,NA,1,2
"361","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",5,NA,141.6,781.92,NA,NA,NA,1,2
"362","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",10,NA,91.9999999999994,1211.4,NA,NA,NA,1,2
"363","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",15,NA,6.00000000000101,1673.7,NA,NA,NA,1,2
"364","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",20,NA,96.0000000000008,2028.6,NA,NA,NA,1,2
"365","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",25,NA,148.000000000002,2356.13333333333,NA,NA,NA,1,2
"366","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",30,NA,0,2828,NA,NA,NA,NA,2
"367","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",40,"1",138,3454.5,NA,NA,NA,1,2
"368","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",40,"2",250.000000000001,3433.16666666667,NA,NA,NA,1,2
"369","thirteen","MXS","Arg-AP","PEEC2013","killed","SI",40,"3",117.999999999999,3456.16666666667,NA,NA,NA,1,2
"370","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",0,NA,20.0463960526082,153.69042615502,0.656286197262754,1.85412950003707,0.020834448075028,0.99892934709326,3
"371","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",5,NA,-184.321107217693,1911.52768924654,67.1489542889611,190.317900902308,0.222409943088004,0.88283261537998,3
"372","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",10,NA,44.2592100366805,2103.58035192175,1.59660629436219,4.52564795928755,0.0229554611059345,0.998700358521125,3
"373","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",15,NA,75.227260645367,2560.26138961246,7.00517917387916,19.9444949686178,0.0591117075777091,0.991403170684828,3
"374","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",20,NA,89.8020578846939,2851.76000855966,6.76147515532071,19.2529522921423,0.047842803494328,0.994362906345411,3
"375","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",25,NA,129.525830554416,3343.13320969381,29.3513069782007,83.5763350426034,0.141865851108904,0.951157856294318,3
"376","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",30,NA,146.634603305637,3524.10632952282,5.99036002431074,17.0594816407777,0.0259929250179508,0.998333870639417,3
"377","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",40,"1",162.55500961333,4226.46414583779,32.5615191339591,93.0248572244391,0.125856137976386,0.96142345629046,3
"378","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",40,"2",169.562030779107,4217.34025536316,44.6394498571419,127.672670775218,0.163880085409862,0.935184657269183,3
"379","thirteen","MXS","Arg-AP","PEEC2013","killed","SW",40,"3",151.155896129067,4278.14938176337,36.8037872726497,105.276893550979,0.152047099446236,0.944034218155966,3
"380","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",0,NA,61.1538461538462,556.915384615385,236.758021926915,539.285369149487,0.839080302068357,0.0625444572563149,3
"381","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",5,NA,19.5336159903088,1219.63052695336,0.157363792329017,0.358441881488238,0.00512852994245689,0.999935104265813,3
"382","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",10,NA,24.0372670807452,1621.18944099379,0.64548477300715,1.47312380551806,0.0170913621615587,0.999279409115474,3
"383","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",15,NA,42.8571428571427,2024.85714285714,3.22742386503505,7.3656190275887,0.0478513232833476,0.99436090225564,3
"384","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",20,NA,39.5845243634912,2386.08548826697,5.97921946666576,13.6945544087403,0.0954395645386021,0.977693026841545,3
"385","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",25,NA,53.1556632344031,2787.92570159499,4.8887684816907,11.2095740813049,0.0583861724956196,0.991612321539673,3
"386","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",30,NA,48.3646274984856,3194.57369271149,22.167312879425,50.8279614459146,0.273597252205372,0.826396367746745,3
"387","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",40,"1",53.5069654754689,4001.86048859277,2.30800228749378,5.29207360061677,0.0274433360982584,0.99814286048293,3
"388","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",40,"2",36.8019382192606,4055.99596204321,15.9252157837038,36.515307844248,0.259994099181539,0.842280309704052,3
"389","thirteen","MXS","Arg-AP","PEEC2013","killed","TW",40,"3",37.0807453416144,4035.87577639752,5.1638781840567,11.8631914398155,0.0880893659792914,0.980975501003242,3
"390","thirteen","MXS","Arg-AP","PEEC2013","live","BW",0,NA,-0.529411764705872,250.5,NA,NA,NA,1,2
"391","thirteen","MXS","Arg-AP","PEEC2013","live","BW",5,NA,19.529411764706,806.974509803921,NA,NA,NA,1,2
"392","thirteen","MXS","Arg-AP","PEEC2013","live","BW",10,NA,19.4117647058824,1298.67647058824,NA,NA,NA,1,2
"393","thirteen","MXS","Arg-AP","PEEC2013","live","BW",15,NA,20.5882352941176,999.656862745098,NA,NA,NA,1,2
"394","thirteen","MXS","Arg-AP","PEEC2013","live","BW",20,NA,35.6435643564355,2253.81188118812,NA,NA,NA,1,2
"395","thirteen","MXS","Arg-AP","PEEC2013","live","BW",25,NA,26.732673267327,2816.10891089109,NA,NA,NA,1,2
"396","thirteen","MXS","Arg-AP","PEEC2013","live","BW",30,NA,59.9999999999999,2879,NA,NA,NA,1,2
"397","thirteen","MXS","Arg-AP","PEEC2013","live","BW",40,"1",95.049504950495,4066.24752475248,NA,NA,NA,1,2
"398","thirteen","MXS","Arg-AP","PEEC2013","live","BW",40,"2",52.6530612244908,4076.73469387755,NA,NA,NA,1,2
"399","thirteen","MXS","Arg-AP","PEEC2013","live","BW",40,"3",42.8571428571426,3938.71428571429,NA,NA,NA,1,2
"400","thirteen","MXS","Arg-AP","PEEC2013","live","DR",0,NA,4.94368701837575,300.919442797866,2.5749753558878,5.15215565846024,0.305702933919712,0.786598552603295,3
"401","thirteen","MXS","Arg-AP","PEEC2013","live","DR",5,NA,986.998344675372,1906.75271289314,9.53790715074712,19.1434752669918,0.00615181505855218,0.999906624534954,3
"402","thirteen","MXS","Arg-AP","PEEC2013","live","DR",10,NA,1333.29214354111,2737.14180839907,2.6465287748685,5.33126977908993,0.00126366178756012,0.999996059957655,3
"403","thirteen","MXS","Arg-AP","PEEC2013","live","DR",15,NA,1519.27135105558,3588.30933381971,52.5040981656912,105.766283173335,0.0219920226270099,0.998807118403283,3
"404","thirteen","MXS","Arg-AP","PEEC2013","live","DR",20,NA,1586.57471159546,4195.9660298208,101.466065160007,204.397160509843,0.0406583150075537,0.995926685423723,3
"405","thirteen","MXS","Arg-AP","PEEC2013","live","DR",25,NA,1724.81012658228,4821.06329113924,107.430999456804,217.08122350311,0.039601147586614,0.99613548447408,3
"406","thirteen","MXS","Arg-AP","PEEC2013","live","DR",30,NA,1744.53654552879,5503.84803321084,133.903299059622,270.572666529584,0.0487686375354327,0.994143053016427,3
"407","thirteen","MXS","Arg-AP","PEEC2013","live","DR",40,"1",1905.57660474526,6938.21206547729,89.7691000671017,181.398749310281,0.0299681287091622,0.997785691179662,3
"408","thirteen","MXS","Arg-AP","PEEC2013","live","DR",40,"2",1837.33345492681,7032.31831653824,26.7590832438329,54.2692123514745,0.00927112991893828,0.999787932368591,3
"409","thirteen","MXS","Arg-AP","PEEC2013","live","DR",40,"3",1646.86881583147,6574.70124481328,59.8726787295597,121.425800967039,0.0231344179300401,0.99868002492815,3
"410","thirteen","MXS","Arg-AP","PEEC2013","live","GW",0,NA,1.14503816793898,256.1,NA,NA,NA,1,2
"411","thirteen","MXS","Arg-AP","PEEC2013","live","GW",5,NA,7.38461538461544,760.053846153846,NA,NA,NA,1,2
"412","thirteen","MXS","Arg-AP","PEEC2013","live","GW",10,NA,-3.25581395348832,1287.16279069767,NA,NA,NA,1,2
"413","thirteen","MXS","Arg-AP","PEEC2013","live","GW",15,NA,-0.461538461538391,1751.02307692308,NA,NA,NA,1,2
"414","thirteen","MXS","Arg-AP","PEEC2013","live","GW",20,NA,-10.6976744186044,2230.71317829457,NA,NA,NA,1,2
"415","thirteen","MXS","Arg-AP","PEEC2013","live","GW",25,NA,27.906976744186,2603.13953488372,NA,NA,NA,1,2
"416","thirteen","MXS","Arg-AP","PEEC2013","live","GW",30,NA,12.0930232558142,3134.19379844961,NA,NA,NA,1,2
"417","thirteen","MXS","Arg-AP","PEEC2013","live","GW",40,"1",-22.3255813953484,4132.86046511628,NA,NA,NA,1,2
"418","thirteen","MXS","Arg-AP","PEEC2013","live","GW",40,"2",-29.3023255813955,4055.44186046512,NA,NA,NA,1,2
"419","thirteen","MXS","Arg-AP","PEEC2013","live","GW",40,"3",-64.6875000000001,4155.46875,NA,NA,NA,1,2
"420","thirteen","MXS","Arg-AP","PEEC2013","live","LL",0,"2",NA,243.1,NA,NA,NA,0,1
"421","thirteen","MXS","Arg-AP","PEEC2013","live","LL",0,NA,-1.89861155957386,255.938876331935,4.93441532940922,31.9280073342771,0.766164520252185,0.128955839372234,3
"422","thirteen","MXS","Arg-AP","PEEC2013","live","LL",5,"3",NA,696.1,NA,NA,NA,0,1
"423","thirteen","MXS","Arg-AP","PEEC2013","live","LL",5,NA,1835.97686058915,-7801.71806022812,42.931040243074,278.215739015968,0.0148835042712401,0.999453524091718,3
"424","thirteen","MXS","Arg-AP","PEEC2013","live","LL",10,NA,716.008786432992,-1567.13529689641,1901.56859115389,13201.3868670982,0.74271231357544,0.0661969535857025,4
"425","thirteen","MXS","Arg-AP","PEEC2013","live","LL",15,NA,-357.601122894574,6307.70271054274,1775.58523750306,12335.4374795371,0.859011887232551,0.019877647941727,4
"426","thirteen","MXS","Arg-AP","PEEC2013","live","LL",20,NA,2013.59145694123,-7395.94126647099,146.283584204738,1017.46136451795,0.00523632802195984,0.989554763087234,4
"427","thirteen","MXS","Arg-AP","PEEC2013","live","LL",25,NA,2533.87769617317,-10069.7169849246,25.2869443032839,176.004696270675,9.95764259834086e-05,0.999800857063498,4
"428","thirteen","MXS","Arg-AP","PEEC2013","live","LL",30,NA,2392.69001490313,-9316.43293591653,62.2202054524281,433.3073856938,0.000675537963241057,0.998649380425058,4
"429","thirteen","MXS","Arg-AP","PEEC2013","live","LL",40,"1",2168.51308311996,-7199.66933116842,70.4710880385093,491.315830790238,0.00105441250820826,0.997892286769321,4
"430","thirteen","MXS","Arg-AP","PEEC2013","live","LL",40,"2",2289.42734028602,-7842.47008680448,6.12442213655077,42.6987241701912,7.15602491027054e-06,0.999985688001388,4
"431","thirteen","MXS","Arg-AP","PEEC2013","live","LL",40,"3",2152.42405300663,-7369.22596574572,20.4968562443633,143.068896752002,9.06691967736704e-05,0.999818669827356,4
"432","thirteen","MXS","Arg-AP","PEEC2013","live","PP",0,NA,-8.24025163051021,417.480831675841,5.61700736013015,10.808449236343,0.380894305248019,0.682755428196031,3
"433","thirteen","MXS","Arg-AP","PEEC2013","live","PP",5,NA,2297.65614132703,2340.29964760977,52.6891349432797,101.811392775824,0.0145962081478937,0.999474414047793,3
"434","thirteen","MXS","Arg-AP","PEEC2013","live","PP",10,NA,4205.1121698506,3961.04773578796,262.300062997743,508.230266812759,0.0396587138583707,0.996124255537726,3
"435","thirteen","MXS","Arg-AP","PEEC2013","live","PP",15,NA,4917.77238600989,4323.81088628456,346.218275277083,673.61149435651,0.044745124089427,0.995068081120412,3
"436","thirteen","MXS","Arg-AP","PEEC2013","live","PP",20,NA,6173.66874198865,5200.21713056217,401.158000764555,780.503687021771,0.0413087582255132,0.99579549929558,3
"437","thirteen","MXS","Arg-AP","PEEC2013","live","PP",25,NA,7632.4690499374,5563.13182176474,581.346506412449,1131.12473984384,0.0483963255300547,0.994231966784189,3
"438","thirteen","MXS","Arg-AP","PEEC2013","live","PP",30,NA,7797.00375573793,5785.36078267724,599.777705018516,1166.98628626811,0.0488751683406707,0.994117487443559,3
"439","thirteen","MXS","Arg-AP","PEEC2013","live","PP",40,"1",8809.67771470426,6577.95293902216,649.323994928303,1272.04174479275,0.0468378507849298,0.994596813902236,3
"440","thirteen","MXS","Arg-AP","PEEC2013","live","PP",40,"2",10846.2689983519,7154.99780260026,606.444557292472,1188.03986731395,0.0355581287184421,0.996883509016135,3
"441","thirteen","MXS","Arg-AP","PEEC2013","live","PP",40,"3",8447.88500747587,6714.51540482987,711.412147449696,1399.39522652581,0.0534847447263172,0.992958299074372,3
"442","thirteen","MXS","Arg-AP","PEEC2013","live","RR",0,NA,-19.1700967022068,498.717513844119,10.8247807103332,27.5380631003164,0.327245765421467,0.758234997625025,3
"443","thirteen","MXS","Arg-AP","PEEC2013","live","RR",5,NA,712.981401465339,1424.55169390695,70.8439041562833,180.675105717872,0.0630494388158335,0.990223535765957,3
"444","thirteen","MXS","Arg-AP","PEEC2013","live","RR",10,NA,987.146346045463,1953.20771494771,17.1024967961339,43.616955523293,0.0110284543824015,0.999699927904119,3
"445","thirteen","MXS","Arg-AP","PEEC2013","live","RR",15,NA,1078.96299079466,2596.95303400338,80.7878216237464,206.03534469793,0.0475784005309065,0.994424925176304,3
"446","thirteen","MXS","Arg-AP","PEEC2013","live","RR",20,NA,1193.12121714617,3238.69813862864,61.3168388659077,157.130838560886,0.0326883805232385,0.997365823573253,3
"447","thirteen","MXS","Arg-AP","PEEC2013","live","RR",25,NA,1608.70491667358,1496.73124119062,1377.59431434562,3530.23009361609,0.45082981096323,0.576929551985454,3
"448","thirteen","MXS","Arg-AP","PEEC2013","live","RR",30,NA,1432.68457636671,3956.89930490325,129.362036268474,331.510813557319,0.0573271399506663,0.991913024855866,3
"449","thirteen","MXS","Arg-AP","PEEC2013","live","RR",40,"1",1439.89801840643,5061.52823148993,287.087313648869,739.23563815299,0.125286537805326,0.961767336161302,3
"450","thirteen","MXS","Arg-AP","PEEC2013","live","RR",40,"2",1301.66818671752,4972.3674653843,192.935323726117,496.798919270155,0.0936787368681571,0.978502650302657,3
"451","thirteen","MXS","Arg-AP","PEEC2013","live","RR",40,"3",-1090.43960172835,6515.34256997934,1049.37939768956,2702.19439934007,0.487785635039692,0.519181571476962,3
"452","thirteen","MXS","Arg-AP","PEEC2013","live","SI",0,NA,-64.1999999999998,432.2,NA,NA,NA,1,2
"453","thirteen","MXS","Arg-AP","PEEC2013","live","SI",5,NA,742,1939,NA,NA,NA,1,2
"454","thirteen","MXS","Arg-AP","PEEC2013","live","SI",10,NA,4770,2028,NA,NA,NA,1,2
"455","thirteen","MXS","Arg-AP","PEEC2013","live","SI",15,NA,5108,3663,NA,NA,NA,1,2
"456","thirteen","MXS","Arg-AP","PEEC2013","live","SI",20,NA,1694,6721.76666666666,NA,NA,NA,1,2
"457","thirteen","MXS","Arg-AP","PEEC2013","live","SI",25,NA,842,7657.96666666667,NA,NA,NA,1,2
"458","thirteen","MXS","Arg-AP","PEEC2013","live","SI",30,NA,1820,8423.66666666667,NA,NA,NA,1,2
"459","thirteen","MXS","Arg-AP","PEEC2013","live","SI",40,"1",796.000000000001,10704.4666666667,NA,NA,NA,1,2
"460","thirteen","MXS","Arg-AP","PEEC2013","live","SI",40,"2",1396,10903.4666666667,NA,NA,NA,1,2
"461","thirteen","MXS","Arg-AP","PEEC2013","live","SI",40,"3",904.000000000003,11012.8666666667,NA,NA,NA,1,2
"462","thirteen","MXS","Arg-AP","PEEC2013","live","SW",0,NA,142.671263498177,78.6165279592818,56.1089037434911,156.398268989046,0.238538066948583,0.866052457347775,3
"463","thirteen","MXS","Arg-AP","PEEC2013","live","SW",5,NA,1237.3023367615,1415.3229744347,423.188042700617,1183.45620441598,0.209799537477683,0.895270423552864,3
"464","thirteen","MXS","Arg-AP","PEEC2013","live","SW",10,NA,1231.87470658808,1715.45893971798,410.494505487313,1148.01276675012,0.204772113901865,0.900057154768288,3
"465","thirteen","MXS","Arg-AP","PEEC2013","live","SW",15,NA,112.482021311963,2925.57892250354,17.1801886545234,48.0491038302687,0.0964898055109956,0.977203167981478,3
"466","thirteen","MXS","Arg-AP","PEEC2013","live","SW",20,NA,116.605592737393,3565.49930422106,23.6187181389944,67.5634186173682,0.127227429940481,0.9605895195843,3
"467","thirteen","MXS","Arg-AP","PEEC2013","live","SW",25,NA,105.370373461994,3471.71398520843,68.0750705720429,194.952743581182,0.365163208370326,0.705523498443576,3
"468","thirteen","MXS","Arg-AP","PEEC2013","live","SW",30,NA,117.534349488305,4159.23265830815,3.87505849383644,11.0973558831862,0.0209814883967967,0.99891418686682,3
"469","thirteen","MXS","Arg-AP","PEEC2013","live","SW",40,"1",201.284161725429,4632.71203366201,30.6542706125817,87.7928613887689,0.0962137637544765,0.977332424301619,3
"470","thirteen","MXS","Arg-AP","PEEC2013","live","SW",40,"2",197.118335637171,4397.62305996396,100.859963379139,284.582489569646,0.301084018687994,0.79251335261653,3
"471","thirteen","MXS","Arg-AP","PEEC2013","live","SW",40,"3",150.564294588021,4771.97851306189,90.1632593401636,254.401091881067,0.343496399281843,0.736049611384187,3
"472","thirteen","MXS","Arg-AP","PEEC2013","live","TW",0,NA,16.2931556632344,759.00391681809,9.79851880235812,22.0230656453948,0.344691369472357,0.734393242863617,3
"473","thirteen","MXS","Arg-AP","PEEC2013","live","TW",5,NA,1421.06602059358,1405.49909145972,63.9736270415197,143.786567779033,0.0286400462730169,0.99797747370484,3
"474","thirteen","MXS","Arg-AP","PEEC2013","live","TW",10,NA,1719.22360248447,1663.69409937888,44.6998205307363,100.662853411771,0.0165483883913504,0.999324456459899,3
"475","thirteen","MXS","Arg-AP","PEEC2013","live","TW",15,NA,1756.18634219701,2146.90792261945,75.2694415131428,169.695081553705,0.0272685790487002,0.998166422997087,3
"476","thirteen","MXS","Arg-AP","PEEC2013","live","TW",20,NA,1907.65260783375,2478.24355731766,46.8609193470287,105.648020902176,0.0156352311128719,0.999396939278296,3
"477","thirteen","MXS","Arg-AP","PEEC2013","live","TW",25,NA,1980.70260448213,2902.89299414496,74.4435646911493,168.441988640887,0.0239157300760345,0.998589403733985,3
"478","thirteen","MXS","Arg-AP","PEEC2013","live","TW",30,NA,1919.99394306481,3348.34575005047,58.4868761489798,132.337103533392,0.0193867233038711,0.999072926164003,3
"479","thirteen","MXS","Arg-AP","PEEC2013","live","TW",40,"1",1936.58385093168,4102.57763975156,13.232437846644,29.9989307063524,0.00434987644271982,0.999953313981517,3
"480","thirteen","MXS","Arg-AP","PEEC2013","live","TW",40,"2",1922.70186335404,4149.77950310559,13.0710666533926,29.6330900879829,0.00432785313497129,0.999953785517636,3
"481","thirteen","MXS","Arg-AP","PEEC2013","live","TW",40,"3",1863.63354037267,4208.53105590062,51.1546682608072,115.971476023339,0.0174701181199627,0.99924712579602,3
"482","thirteen","MXS","Gly-AP","PEEC2013","killed","BW",5,NA,17.4193548387097,1084.06451612903,NA,NA,NA,1,2
"483","thirteen","MXS","Gly-AP","PEEC2013","killed","BW",10,NA,30.3225806451614,1825.40860215054,NA,NA,NA,1,2
"484","thirteen","MXS","Gly-AP","PEEC2013","killed","BW",15,NA,-3525.65217391304,8846.69565217391,NA,NA,NA,1,2
